ost,river,ostan,station,sal,abi,ertefa,arz,tool,code,mhr,abn,azr,dey,bah,esf,far,ord,khr,tir,mor,shr,rooz
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,1.03,1.81,1.52,1.34,1.91,4.77,4.27,0.636,0.203,0.027,0.037,3
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.083,0.884,1.81,1.52,1.34,1.81,3.96,4.27,0.528,0.203,0.037,0.051,4
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,0.884,1.62,1.52,1.34,1.71,3.09,4.27,0.528,0.203,0.037,0.065,5
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,0.884,1.34,1.52,1.34,1.71,3.37,3.81,0.528,0.203,0.037,0.051,6
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,0.636,1.34,1.52,1.18,1.71,3.23,3.23,0.528,0.203,0.037,0.037,7
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.083,0.636,1.43,1.52,1.18,1.62,3.23,3.09,0.528,0.203,0.051,0.017,8
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,0.636,1.52,1.52,1.18,1.52,3.37,2.83,0.528,0.203,0.037,0.037,9
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,0.636,1.34,1.52,1.34,1.72,5.22,0.884,0.528,0.176,0.037,0.065,10
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,0.695,1.52,1.62,1.34,1.81,14.3,1.11,0.528,0.124,0.027,0.065,11
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,0.884,1.52,1.52,1.34,1.91,7.32,1.11,0.528,0.083,0.027,0.037,12
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.083,0.884,1.52,1.34,1.18,1.91,6.05,1.34,0.528,0.101,0.027,0.051,13
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,1.03,1.52,1.34,1.18,1.81,6.05,1.71,0.479,0.101,0.027,0.037,14
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,1.03,1.52,1.34,1.18,1.91,6.44,1.52,0.431,0.101,0.037,0.051,15
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,1.03,1.52,1.34,1.18,1.91,6.44,0.884,0.345,0.101,0.027,0.037,16
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,1.03,1.43,1.34,1.18,1.71,6.44,0.636,0.345,0.101,0.027,0.037,17
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.101,1.03,1.52,1.34,1.18,1.71,6.64,0.582,0.345,0.101,0.027,0.037,18
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.101,1.03,1.52,1.34,1.18,1.71,6.24,0.431,0.345,0.101,0.027,0.037,19
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.101,1.03,0.641,1.03,1.18,1.81,6.85,0.431,0.345,0.051,0.017,0.037,20
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.083,1.03,1.62,1.52,1.26,1.81,7.06,0.431,0.345,0.017,0.017,0.037,21
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,0.957,1.17,1.71,1.62,1.71,7.93,0.754,0.269,0.017,0.017,0.037,22
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.065,0.957,1.71,0.754,1.71,1.91,8.4,0.819,0.236,0.037,0.027,0.065,23
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.083,1.11,1.71,1.03,1.71,2.03,9.6,1.03,0.176,0.037,0.017,0.037,24
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.101,1.18,1.81,0.884,1.71,2.03,8.16,0.884,0.203,0.037,0,0.065,25
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.101,1.18,1.81,1.34,1.62,2.12,6.64,0.884,0.203,0.065,0,0.065,26
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.101,1.18,1.71,1.34,1.52,2.46,5.66,0.884,0.203,0.065,0.017,0.065,27
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,0.69,1.18,1.71,1.52,1.52,2.23,5.66,0.754,0.203,0.037,0.037,0.065,28
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,1.03,1.34,1.81,1.34,1.52,1.93,5.3,0.754,0.236,0.051,0.065,0.065,29
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,1.18,1.34,1.52,1.34,1.71,,5.3,0.754,0.236,0.037,0.065,0.051,30
25,›Ì—Ê“ ¬»«œ ç«Ì,«—œ»Ì·  -25,›Ì—Ê“¬»«œ,1393,94,1153,37-35-08,48-13-35,17-917,,,,,,,5.3,0.754,0.203,0.037,0.017,0.037,31
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.003,1.13,0.266,0.2,0.421,0.296,1.11,0.02,0.006,0.005,0.003,0.002,1
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.003,0.896,0.268,0.206,0.354,0.296,1.08,0.861,0.006,0.005,0.003,0.002,2
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.003,0.577,0.312,0.188,0.363,0.296,0.929,0.012,0.006,0.005,0.003,0.002,3
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.004,0.638,0.373,0.196,0.363,0.345,0.803,0.008,0.006,0.005,0.003,0.002,4
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.004,0.599,0.382,0.218,0.354,0.394,0.527,0.004,0.006,0.004,0.003,0.002,5
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.004,0.482,0.373,0.377,0.354,0,0.44,0.004,0.006,0.004,0.003,0.002,6
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.004,0.4,0.363,0.232,0.345,0.266,0.41,0.004,0.006,0.004,0.003,0.002,7
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.004,0.391,0.329,0.237,0.329,0.288,0.347,0.004,0.006,0.004,0.003,0.002,8
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.004,0.354,0.304,0.218,0.345,0.322,0.363,0.004,0.006,0.004,0.003,0.002,9
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.005,0.345,0.322,0.237,0.345,0.382,2.74,0.004,0.006,0.004,0.003,0.001,10
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.1,0.354,0.336,0.244,0.354,0.454,1.88,0.004,0.006,0.004,0.003,0.001,11
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.035,0.429,0.304,0.252,0.363,0.493,1.46,0.004,0.006,0.004,0.003,0.001,12
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.035,0.515,0.32,0.244,0.363,0.507,1.48,0.004,0.006,0.004,0.003,0.001,13
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.035,0.527,0.313,0.237,0.363,0.539,1.42,0.004,0.005,0.004,0.003,0.001,14
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.032,0.429,0.329,0.212,0.391,0.482,0.887,0.004,0.005,0.004,0.003,0.001,15
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.03,0.381,0.32,0.206,0.493,0.484,1.05,0.004,0.005,0.004,0.003,0.001,16
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.032,0.32,0.313,0.205,0.419,0.493,1.41,0.004,0.005,0.004,0.003,0.001,17
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.032,0.359,0.313,0.219,0.391,0.46,0.752,0.004,0.005,0.004,0.003,0.011,18
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.032,0.391,0.338,0.273,0.381,0.429,0.6,0.004,0.005,0.004,0.003,0.02,19
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.028,0.32,0.354,0,0.4,0.421,0.4,0.004,0.005,0.004,0.003,0.03,20
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.028,0.282,0.4,0,0.484,0.553,0.431,0.004,0.005,0.004,0.003,0.039,21
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.028,0.275,0.363,0,0.463,0.564,1.4,0.004,0.005,0.004,0.003,0.049,22
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.028,0.276,0.572,0,0.475,0.582,1.69,0.004,0.005,0.004,0.003,0.058,23
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.022,0.275,0.692,0,0.401,0.624,1.07,0.004,0.005,0.004,0.003,0.068,24
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.022,0.289,0.577,0,0.391,0.612,0.796,0.004,0.005,0.004,0.002,0.078,25
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.035,0.296,0.482,0.304,0.356,0.638,0.431,0.005,0.005,0.004,0.002,0.087,26
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.039,0.282,0.382,0.338,0.366,0.693,0.2,0.005,0.005,0.004,0.002,0.097,27
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.35,0.26,0.336,0.354,0.356,0.692,0.241,0.005,0.005,0.004,0.002,0.106,28
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,0.905,0.275,0.266,0.338,0.313,0.928,0.032,0.005,0.005,0.004,0.002,0.116,29
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,1.3,0.282,0.237,0.4,0.313,,0.028,0.005,0.005,0.004,0.002,0.125,30
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1393,94,1385,38-15-07,47-10-40,19-022,,,,,,,0.024,0.005,0.005,0.004,0.002,0.135,31
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.023,1.89,0.257,0.289,0.394,0.709,2.5,0.158,0.004,0.006,0.007,0.007,1
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.021,1.47,0.227,0.257,0.357,0.667,1.92,0.133,0.004,0.006,0.007,0.007,2
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.019,1.2,0.197,0.321,0.357,0.709,1.81,0.108,0.004,0.006,0.007,0.007,3
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.017,0.7,0.227,0.321,0.322,0.667,1.76,0.083,0.004,0.006,0.007,0.007,4
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.015,0.389,0.257,0.289,0.322,0.586,1.57,0.058,0.004,0.006,0.007,0.007,5
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.013,0.389,0.197,0.289,0.322,0.75,1.47,0.033,0.004,0.006,0.007,0.007,6
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.011,0.389,0.227,0.289,0.357,0.667,1.47,0.008,0.004,0.006,0.007,0.007,7
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.009,0.355,0.257,0.257,0.357,0.547,1.52,0.008,0.004,0.006,0.007,0.007,8
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.007,0.257,0.227,0.257,0.431,0.547,1.57,0.008,0.004,0.006,0.007,0.007,9
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.005,0.257,0.197,0.257,0.394,0.667,4.13,0.008,0.004,0.006,0.007,0.007,10
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.003,0.257,0.227,0.197,0.431,0.794,3.17,0.007,0.004,0.006,0.007,0.007,11
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.487,0.257,0.257,0.257,0.357,0.835,2.01,0.007,0.005,0.006,0.007,0.009,12
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.293,0.227,0.257,0.197,0.357,0.923,1.57,0.007,0.005,0.006,0.007,0.01,13
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.155,0.197,0.199,0.169,0.394,1.05,1.72,0.007,0.005,0.007,0.007,0.012,14
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.096,0.197,0.141,0.197,0.508,0.883,1.38,0.007,0.005,0.007,0.007,0.013,15
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.096,0.257,0.169,0.169,0.587,0.75,0.878,0.007,0.005,0.007,0.007,0.015,16
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.341,0.257,0.169,0.141,0.586,0.923,0.878,0.007,0.005,0.007,0.007,0.016,17
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.586,0.257,0.141,0.116,0.508,1.01,0.549,0.006,0.005,0.007,0.007,0.018,18
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.586,0.257,0.141,0.278,0.508,1.01,0.436,0.006,0.005,0.007,0.007,0.019,19
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.508,0.257,0.116,0.431,0.47,1.01,1.11,0.006,0.005,0.007,0.007,0.021,20
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.508,0.257,0.091,0.508,0.47,0.965,1.24,0.006,0.005,0.007,0.007,0.022,21
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.325,0.227,0.091,0.47,0.508,0.965,1.29,0.006,0.005,0.007,0.007,0.024,22
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.219,0.197,0.094,0.508,0.667,0.921,0.88,0.006,0.005,0.007,0.007,0.025,23
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.288,0.197,0.691,0.508,0.836,1.33,0.359,0.005,0.005,0.007,0.007,0.027,24
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.322,0.169,0.611,0.47,0.586,1.42,0.334,0.005,0.005,0.007,0.007,0.031,25
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.818,0.231,0.572,0.508,0.586,1.24,0.309,0.005,0.005,0.007,0.007,0.035,26
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,0.65,0.257,0.534,0.508,0.547,1.29,0.284,0.005,0.005,0.007,0.007,0.039,27
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,1.38,0.257,0.46,0.431,0.667,1.47,0.259,0.005,0.006,0.007,0.007,0.042,28
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,1.79,0.257,0.355,0.431,0.709,2.13,0.234,0.005,0.006,0.007,0.007,0.046,29
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,2.42,0.257,0.355,0.394,0.709,,0.209,0.005,0.006,0.007,0.007,0.05,30
25,‰Ê—«‰ ç«Ì,«—œ»Ì·  -25,‰Ê—«‰,1393,94,1423,38-13-59,48-11-37,19-026,,,,,,,0.183,0.004,0.006,0.007,0.007,0.054,31
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.102,0.138,0.173,0.173,0.138,0.138,0.241,0.241,0.138,0.221,0.102,0.087,1
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.173,0.102,0.138,0.173,0.102,0.138,0.221,0.221,0.173,0.197,0.138,0.084,2
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.173,0.102,0.138,0.173,0.102,0.102,0.197,0.276,0.197,0.197,0.173,0.082,3
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.197,0.102,0.138,0.138,0.138,0.138,0.197,0.276,0.197,0.173,0.102,0.079,4
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.102,0.102,0.173,0.138,0.138,0.197,0.197,0.276,0.26,0.197,0.138,0.077,5
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.102,0.102,0.173,0.138,0.138,0.197,0.173,0.26,0.241,0.197,0.138,0.078,6
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.138,0.102,0.173,0.102,0.102,0.197,0.221,0.276,0.221,0.138,0.138,0.079,7
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.126,0.138,0.173,0.102,0.138,0.197,0.197,0.276,0.241,0.102,0.173,0.08,8
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.114,0.138,0.138,0.102,0.138,0.197,0.197,0.26,0.26,0.138,0.138,0.081,9
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.102,0.173,0.138,0.102,0.102,0.197,0.241,0.241,0.26,0.173,0.173,0.082,10
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.102,0.138,0.138,0.138,0.138,0.197,0.241,0.276,0.26,0.138,0.138,0.083,11
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.102,0.138,0.173,0.138,0.138,0.197,0.241,0.276,0.241,0.102,0.102,0.084,12
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.102,0.173,0.173,0.102,0.138,0.197,0.241,0.276,0.276,0.102,0.138,0.085,13
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.102,0.138,0.173,0.173,0.138,0.221,0.241,0.276,0.241,0.173,0.138,0.086,14
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.102,0.173,0.138,0.138,0.138,0.138,0.241,0.308,0.241,0.138,0.102,0.087,15
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.138,0.138,0.173,0.138,0.138,0.102,0.241,0.308,0.173,0.173,0.138,0.087,16
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.138,0.102,0.138,0.138,0.138,0.138,0.241,0.308,0.197,0.173,0.138,0.088,17
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.102,0.173,0.138,0.138,0.138,0.138,0.241,0.308,0.197,0.138,0.102,0.089,18
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.138,0.138,0.138,0.173,0.138,0.197,0.241,0.336,0.197,0.102,0.173,0.09,19
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.138,0.138,0.102,0.173,0.138,0.173,0.241,0.336,0.173,0.138,0.138,0.091,20
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.138,0.138,0.102,0.138,0.173,0.197,0.241,0.336,0.197,0.102,0.102,0.092,21
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.138,0.173,0.102,0.138,0.138,0.197,0.241,0.323,0.221,0.138,0.173,0.093,22
25,·«Ì ç«Ì,«—œ»Ì·  -25,·«Ì,1393,94,2068,38-07-00,47-54-03,19-049,0.138,0.138,0.173,0.173,0.138,0.197,0.241,0.308,0.221,0.102,0.102,0.094,23
